situation_id,situation_category,creator_thought,emotional_state,context_channel,desired_outcome,advice_strategy,core_advice_line,expanded_advice,follow_up_prompt_hint,extra_notes
CPAM_091,starting_new_project,I want to choreograph a piece but feel lost,calm_but_uncertain,dance_choreography,start_session,design_small_next_step,Choreograph ten seconds not the full piece,Pick one song segment and design a tiny sequence without worrying how the rest will go and let it be the seed,Ask: help me use design_small_next_step for a dance_choreography moment of starting_new_project.,
CPAM_092,stuck_on_idea,Every move I try feels recycled,frustrated,dance_choreography,unstick_concept,sandbox_session,Move in a way that feels wrong for you,Put on music and intentionally move in a style that feels unlike you then keep any surprising shapes that show up,Ask: help me use sandbox_session for a dance_choreography moment of stuck_on_idea.,
CPAM_093,mid_project_dip,The middle of the choreography drags,discouraged,dance_choreography,explore_new_direction,reverse_brief,Imagine the character making the opposite choice,Ask what the dancer would do if they wanted the opposite outcome and see if that shift gives you a more dynamic phrase,Ask: help me use reverse_brief for a dance_choreography moment of mid_project_dip.,
CPAM_094,finishing_phase_anxiety,I keep changing tiny transitions,tense,dance_choreography,finish_current_piece,versioning_mindset,Freeze one version and test it in full,Choose a set of transitions and run the whole piece without edits and only note how it feels instead of fixing in real time,Ask: help me use versioning_mindset for a dance_choreography moment of finishing_phase_anxiety.,
CPAM_095,fear_of_judgment,I am scared to show this piece to my group,anxious,dance_choreography,prepare_to_share,audience_reframe,Think of the rehearsal as a lab not a stage,Frame the first share as an experiment where everyone can react and suggest rather than as a premiere of a finished work,Ask: help me use audience_reframe for a dance_choreography moment of fear_of_judgment.,
CPAM_096,low_energy,My body feels heavy today,drained,dance_choreography,regain_motivation,body_and_breath_break,Warm up with gentle playful movement first,Give yourself a slow warm up that includes stretches and easy grooves before you demand precision from your body,Ask: help me use body_and_breath_break for a dance_choreography moment of low_energy.,
CPAM_097,overwhelmed_by_options,Too many song choices for this piece,overwhelmed,dance_choreography,generate_clear_direction,constraint_play,Pick one song that fits the emotional spine,Return to the emotion you want to express and select the track that best holds that feeling and stick with it for this round,Ask: help me use constraint_play for a dance_choreography moment of overwhelmed_by_options.,
CPAM_098,creative_play,I want to improvise more freely,playful,dance_choreography,explore_new_direction,creative_walk,Take a walk and translate it into movement,Notice how your body moves during a walk then exaggerate and stylize those natural motions back in the studio,Ask: help me use creative_walk for a dance_choreography moment of creative_play.,
CPAM_099,collaboration_tension,The dancers interpret cues differently,restless,dance_choreography,reconnect_with_why,emotion_first_reflection,Clarify shared images and intentions in words,Ask each dancer what picture they hold for a section and align on a simple shared image before you try again,Ask: help me use emotion_first_reflection for a dance_choreography moment of collaboration_tension.,
CPAM_100,performance_stress,I feel pressure before the first show,tense,dance_choreography,reduce_pressure,time_boxing,Focus only on the next entrance and exit,Instead of holding the entire show in your mind focus on one entrance one phrase and one exit at a time,Ask: help me use time_boxing for a dance_choreography moment of performance_stress.,
CPAM_101,starting_new_project,Writing my first standup set feels huge,calm_but_uncertain,standup_comedy,start_session,tiny_commitment,Write three short bits rather than a full set,Give yourself the task of writing three possible jokes or premises and let the idea of a full show wait,Ask: help me use tiny_commitment for a standup_comedy moment of starting_new_project.,
CPAM_102,stuck_on_idea,Nothing I write feels funny,frustrated,standup_comedy,unstick_concept,question_storm,Ask many questions about one annoying situation,Pick one small frustration and write as many questions as possible about why it happens and what could go wrong and mine those for angles,Ask: help me use question_storm for a standup_comedy moment of stuck_on_idea.,
CPAM_103,mid_project_dip,My set sounds flat when I read it,discouraged,standup_comedy,reconnect_with_why,emotion_first_reflection,Read the jokes out loud and notice your own feelings,Perform the bits to yourself and mark which lines make you smile or wince and adjust around those reactions,Ask: help me use emotion_first_reflection for a standup_comedy moment of mid_project_dip.,
CPAM_104,finishing_phase_anxiety,I keep rewriting the same punchline,tense,standup_comedy,finish_current_piece,versioning_mindset,Lock this version for the next mic night,Choose one variation you believe in and commit to testing it live before changing it again,Ask: help me use versioning_mindset for a standup_comedy moment of finishing_phase_anxiety.,
CPAM_105,fear_of_judgment,I am afraid the audience will hate me,anxious,standup_comedy,reduce_pressure,audience_reframe,Picture one friendly face in the crowd,Imagine telling the set to a supportive friend and aim your delivery at them during the show,Ask: help me use audience_reframe for a standup_comedy moment of fear_of_judgment.,
CPAM_106,low_energy,I feel sluggish before going on stage,drained,standup_comedy,regain_motivation,body_and_breath_break,Do a brief warm up for body and voice,Shake out your limbs breathe deeply and say a few lines backstage to wake up your delivery,Ask: help me use body_and_breath_break for a standup_comedy moment of low_energy.,
CPAM_107,overwhelmed_by_options,I have too many bits and no order,overwhelmed,standup_comedy,generate_clear_direction,constraint_play,Choose one theme to thread the set,Pick a simple through line such as dating or work and arrange bits that support that theme then trim the rest for later,Ask: help me use constraint_play for a standup_comedy moment of overwhelmed_by_options.,
CPAM_108,creative_play,I want to experiment with crowd work,playful,standup_comedy,explore_new_direction,safe_to_fail_experiment,Reserve a small part of the set for experiments,Decide in advance which minute of your set is for gentle crowd interaction and treat any awkwardness as research,Ask: help me use safe_to_fail_experiment for a standup_comedy moment of creative_play.,
CPAM_109,collaboration_tension,My writing partner and I disagree on tone,restless,standup_comedy,reconnect_with_why,emotion_first_reflection,Name what kind of laughter you both want,Discuss whether you want playful warm or sharp laughter and use that shared intention to guide which jokes stay,Ask: help me use emotion_first_reflection for a standup_comedy moment of collaboration_tension.,
CPAM_110,performance_stress,My last set bombed and I feel shaky,discouraged,standup_comedy,recover_confidence,celebrate_micro_wins,Extract small wins from the rough show,Write down any moments that did work such as one chuckle or one smooth transition and use them as proof you can land laughs again,Ask: help me use celebrate_micro_wins for a standup_comedy moment of performance_stress.,
CPAM_111,starting_new_project,This sales page is a blank screen,anxious,sales_page,start_session,design_small_next_step,Write a rough promise sentence first,Describe in one simple sentence what changes for the reader if they say yes and let that line guide the rest,Ask: help me use design_small_next_step for a sales_page moment of starting_new_project.,
CPAM_112,stuck_on_idea,I do not know which benefit to highlight,restless,sales_page,unstick_concept,question_storm,Ask what problem hurts the reader most,Write questions about what keeps them stuck and which outcome would feel like real relief and choose the strongest answer as headline,Ask: help me use question_storm for a sales_page moment of stuck_on_idea.,
CPAM_113,mid_project_dip,The copy reads flat and generic,discouraged,sales_page,reconnect_with_why,reference_inspiration,Study a page you admire for rhythm,Read a favorite piece of copy and notice sentence length and energy then mirror that rhythm while telling your own story,Ask: help me use reference_inspiration for a sales_page moment of mid_project_dip.,
CPAM_114,finishing_phase_anxiety,I keep changing tiny words in the headline,tense,sales_page,finish_current_piece,versioning_mindset,Choose a version and test it in the real world,Pick one headline and publish the page then log other ideas as future tests instead of invisible edits,Ask: help me use versioning_mindset for a sales_page moment of finishing_phase_anxiety.,
CPAM_115,fear_of_judgment,I feel pushy selling my work,anxious,sales_page,reduce_pressure,audience_reframe,Frame the page as a clear invitation,Remember you are offering a path to a result not forcing anyone and write as if to a thoughtful friend deciding for themselves,Ask: help me use audience_reframe for a sales_page moment of fear_of_judgment.,
CPAM_116,low_energy,My brain fogs while writing benefits,drained,sales_page,regain_motivation,body_and_breath_break,Step away and then write in bullet fragments,Take a short break then list rough fragment benefits without polishing sentences and refine later,Ask: help me use body_and_breath_break for a sales_page moment of low_energy.,
CPAM_117,overwhelmed_by_options,Too many ideas for sections,overwhelmed,sales_page,generate_clear_direction,constraint_play,Limit the page to three main sections,Choose only problem solution and proof for this version and move extra ideas into a side file,Ask: help me use constraint_play for a sales_page moment of overwhelmed_by_options.,
CPAM_118,creative_play,I want to try a different voice in my copy,playful,sales_page,explore_new_direction,safe_to_fail_experiment,Write a playful alternate version in a sandbox,Create a separate draft where you exaggerate a new tone and see what lines still feel true enough to bring back,Ask: help me use safe_to_fail_experiment for a sales_page moment of creative_play.,
CPAM_119,collaboration_tension,The client keeps changing the brief,frustrated,sales_page,reconnect_with_why,emotion_first_reflection,Clarify the outcome they care about most,Ask the client to state the single result they want readers to feel excited about and center the copy on that to reduce churn,Ask: help me use emotion_first_reflection for a sales_page moment of collaboration_tension.,
CPAM_120,scope_creep,The page is turning into a whole website,overwhelmed,sales_page,organize_pipeline,design_small_next_step,Decide what belongs here and what is a later asset,Define this page as one clear job and move extra sections into a future plan so this piece can finish,Ask: help me use design_small_next_step for a sales_page moment of scope_creep.,
CPAM_121,starting_new_project,Our brand story feels hard to explain,calm_but_uncertain,brand_strategy,start_session,design_small_next_step,Write a simple origin story in plain language,Describe how this thing began as if talking to a friend at a cafe and ignore polish for now,Ask: help me use design_small_next_step for a brand_strategy moment of starting_new_project.,
CPAM_122,stuck_on_idea,We do not know what makes this brand distinct,restless,brand_strategy,unstick_concept,question_storm,Ask what this brand refuses to do,List things the brand never wants to be or say and use that edge to reveal what it stands for,Ask: help me use question_storm for a brand_strategy moment of stuck_on_idea.,
CPAM_123,mid_project_dip,The messaging deck feels like corporate noise,discouraged,brand_strategy,reconnect_with_why,emotion_first_reflection,Name the real human change at the center,Write one sentence about how a real person is different after engaging and use that as a filter,Ask: help me use emotion_first_reflection for a brand_strategy moment of mid_project_dip.,
CPAM_124,finishing_phase_anxiety,We keep tweaking the tagline without end,tense,brand_strategy,finish_current_piece,versioning_mindset,Pick a working tagline for this season,Choose a line that is clear enough and decide it will live for one season before review,Ask: help me use versioning_mindset for a brand_strategy moment of finishing_phase_anxiety.,
CPAM_125,fear_of_judgment,The team fears negative reactions to a bolder voice,anxious,brand_strategy,reduce_pressure,audience_reframe,Picture the people who will feel seen by this move,Imagine the group that has been bored by safe messaging and design the voice as a gift to them,Ask: help me use audience_reframe for a brand_strategy moment of fear_of_judgment.,
CPAM_126,low_energy,Strategy workshops feel draining,drained,brand_strategy,regain_motivation,body_and_breath_break,Shorten sessions and add movement,Plan shorter working blocks with stretch breaks and use post it walks to keep energy flowing,Ask: help me use body_and_breath_break for a brand_strategy moment of low_energy.,
CPAM_127,overwhelmed_by_options,Too many possible brand pillars,overwhelmed,brand_strategy,generate_clear_direction,constraint_play,Limit to three pillars that truly matter,Choose the three pillars that most change decisions and let the rest fall under them,Ask: help me use constraint_play for a brand_strategy moment of overwhelmed_by_options.,
CPAM_128,creative_play,We want to test a wild campaign idea,playful,brand_strategy,explore_new_direction,safe_to_fail_experiment,Run it as a small pilot not a full rebrand,Choose one channel or audience slice for the bold concept and collect learnings before scaling,Ask: help me use safe_to_fail_experiment for a brand_strategy moment of creative_play.,
CPAM_129,collaboration_tension,Leadership and creative disagree on direction,frustrated,brand_strategy,reconnect_with_why,emotion_first_reflection,Align on the change the brand exists to create,Ask each side to describe the change in one sentence and use overlaps to guide decisions,Ask: help me use emotion_first_reflection for a brand_strategy moment of collaboration_tension.,
CPAM_130,scope_creep,The strategy document keeps expanding,overwhelmed,brand_strategy,organize_pipeline,design_small_next_step,Decide the minimum artifacts needed now,Choose a short narrative and one page summary as must haves and log other ideas as later upgrades,Ask: help me use design_small_next_step for a brand_strategy moment of scope_creep.,
CPAM_131,starting_new_project,Designing my first online course feels huge,calm_but_uncertain,course_design,start_session,design_small_next_step,Map the start and end before details,Write a simple sentence for where students begin and another for where they end then sketch three steps between,Ask: help me use design_small_next_step for a course_design moment of starting_new_project.,
CPAM_132,stuck_on_idea,I do not know which lessons to include,restless,course_design,unstick_concept,question_storm,Ask what skills students must have at the end,List concrete actions they should be able to do and design lessons that unlock each action,Ask: help me use question_storm for a course_design moment of stuck_on_idea.,
CPAM_133,mid_project_dip,The modules feel dense and tiring,discouraged,course_design,reconnect_with_why,emotion_first_reflection,Name the feeling you want learners to have,Decide whether you aim for relief momentum or curiosity and adjust activities to serve that feeling,Ask: help me use emotion_first_reflection for a course_design moment of mid_project_dip.,
CPAM_134,finishing_phase_anxiety,I keep rewriting lesson scripts,tense,course_design,finish_current_piece,versioning_mindset,Record one draft version and learn from it,Record a simple run through and treat it as a test so you can improve based on reality instead of endless edits on paper,Ask: help me use versioning_mindset for a course_design moment of finishing_phase_anxiety.,
CPAM_135,fear_of_judgment,I am worried students will be disappointed,anxious,course_design,reduce_pressure,audience_reframe,Design the course for one real student you know,Picture a specific person who would benefit and shape stories and examples for them rather than an abstract crowd,Ask: help me use audience_reframe for a course_design moment of fear_of_judgment.,
CPAM_136,low_energy,Course planning sessions drain me,drained,course_design,regain_motivation,body_and_breath_break,Alternate planning with short energizing breaks,Use timers to plan in short bursts with walks stretches or music between to keep your mind fresh,Ask: help me use body_and_breath_break for a course_design moment of low_energy.,
CPAM_137,overwhelmed_by_options,Too many tools and platforms to choose from,overwhelmed,course_design,generate_clear_direction,constraint_play,Pick one primary delivery format for now,Decide whether this version is video text or live first and choose tools that fit that single choice,Ask: help me use constraint_play for a course_design moment of overwhelmed_by_options.,
CPAM_138,creative_play,I want to try an unusual lesson format,playful,course_design,explore_new_direction,safe_to_fail_experiment,Test the new format in one optional lesson,Create one bonus lesson that experiments with the format and invite feedback before making it core,Ask: help me use safe_to_fail_experiment for a course_design moment of creative_play.,
CPAM_139,collaboration_tension,Co instructors have different teaching styles,restless,course_design,reconnect_with_why,emotion_first_reflection,Agree on shared values for the learner experience,Discuss what kind of space you want to hold for students and let that shape how styles can complement each other,Ask: help me use emotion_first_reflection for a course_design moment of collaboration_tension.,
CPAM_140,personal_reflection,I feel lost about my creative direction overall,discouraged,journaling,reconnect_with_why,emotion_first_reflection,Write a letter from your future creative self,Imagine a future version of you who has found a satisfying path and let them describe to you what you kept and what you gently let go,Ask: help me use emotion_first_reflection for a journaling moment of personal_reflection.,
CPAM_141,creative_identity_doubt,I am not sure if I am really a creative person,discouraged,journaling,recover_confidence,celebrate_micro_wins,Collect proof that you already create,Write down small creative acts from the last months such as messages photos playlists or ideas and let that list challenge the story that you are not creative,Ask: help me use celebrate_micro_wins for a journaling moment of creative_identity_doubt.,
CPAM_142,values_confusion,I do not know what my art stands for,calm_but_uncertain,journaling,reconnect_with_why,question_storm,Ask what you say yes and no to,Write questions about what you love what you refuse and what you never get tired of and use the answers as seeds of your creative values,Ask: help me use question_storm for a journaling moment of values_confusion.,
CPAM_143,perfectionism_cycle,I keep judging every idea before it starts,tense,journaling,reduce_pressure,separate_draft_and_edit,Give yourself one page where nothing can be wrong,Fill a page with ideas stated quickly without evaluation and promise that judging will happen only after the page is full,Ask: help me use separate_draft_and_edit for a journaling moment of perfectionism_cycle.,
CPAM_144,decision_fatigue,There are too many possible paths for my career,overwhelmed,journaling,generate_clear_direction,constraint_play,Limit yourself to three possible paths for now,Choose three paths that feel most alive and explore only those on paper while letting other options rest for this season,Ask: help me use constraint_play for a journaling moment of decision_fatigue.,
CPAM_145,creative_burnout_signs,Everything I make feels dull right now,drained,journaling,regain_motivation,body_and_breath_break,Give your body real rest before demanding ideas,Block a short period for sleep movement or quiet with no input and treat this as investment in future work not laziness,Ask: help me use body_and_breath_break for a journaling moment of creative_burnout_signs.,
CPAM_146,long_term_vision,I cannot see where my practice is going,restless,journaling,design_small_next_step,tiny_commitment,Choose a direction for the next month only,Instead of planning a lifetime choose one simple creative focus for the next few weeks and let that be enough,Ask: help me use tiny_commitment for a journaling moment of long_term_vision.,
CPAM_147,envy_comparison,I feel jealous of other creators online,anxious,journaling,reduce_pressure,emotion_first_reflection,Let envy point to what you secretly want,Write about what their work has that you desire and translate that into a concrete wish for your own projects,Ask: help me use emotion_first_reflection for a journaling moment of envy_comparison.,
CPAM_148,identity_shift,I am changing styles and it feels scary,quietly_excited,journaling,recover_confidence,safe_to_fail_experiment,Treat this shift as a season not a verdict,Give yourself permission to explore the new style for a defined period while keeping the old skills in your pocket,Ask: help me use safe_to_fail_experiment for a journaling moment of identity_shift.,
CPAM_149,returning_after_break,I have not made anything in months and feel rusty,tense,journaling,regain_motivation,tiny_commitment,Return with the smallest possible creative act,Choose something tiny like one paragraph one doodle or one photograph and let that count as a full return day,Ask: help me use tiny_commitment for a journaling moment of returning_after_break.,
CPAM_150,scattered_focus,my attention is split between many projects,overwhelmed,journaling,organize_pipeline,design_small_next_step,Decide which project gets love this week,Choose one project as the main container for this week and write one precise step you will take for it,Ask: help me use design_small_next_step for a journaling moment of scattered_focus.,
CPAM_151,studio_clutter,My workspace feels chaotic and heavy,drained,workspace,create_supportive_environment,declutter_ritual,Clear one small zone to signal fresh start,Pick a tiny area like your desk corner and tidy it while imagining you are preparing it for someone you care about,Ask: help me use declutter_ritual for a workspace moment of studio_clutter.,
CPAM_152,distraction_habit,I keep reaching for my phone mid session,restless,workspace,create_supportive_environment,friction_design,Make focus the easy option not the hard one,Place your phone in another room or a box and prepare your tools in advance so starting work takes fewer steps than scrolling,Ask: help me use friction_design for a workspace moment of distraction_habit.,
CPAM_153,unsupportive_routine,My schedule never leaves room for art,overwhelmed,workspace,design_small_next_step,time_boxing,Reserve a small recurring block for your craft,Choose a realistic time slot even if short and protect it like an appointment with someone important,Ask: help me use time_boxing for a workspace moment of unsupportive_routine.,
CPAM_154,lack_of_ritual,I drop into work without any transition,anxious,workspace,create_supportive_environment,entry_ritual,Create a simple start signal for your brain,Light a candle play a specific track or open a dedicated notebook to mark the shift into creative mode,Ask: help me use entry_ritual for a workspace moment of lack_of_ritual.,
CPAM_155,noise_overload,My environment is too loud to focus,frustrated,workspace,create_supportive_environment,constraint_play,Limit sound to one intentional layer,Choose either silence noise blockers or one playlist and treat changing audio as a decision not a default reaction,Ask: help me use constraint_play for a workspace moment of noise_overload.,
CPAM_156,too_much_input,I scroll for inspiration and end up numb,overstimulated,workspace,regain_motivation,input_diet,Set a clear boundary around inspiration time,Give yourself a short time limited window for looking at others work then switch to making your own,Ask: help me use input_diet for a workspace moment of too_much_input.,
CPAM_157,lack_of_tools,My tools feel outdated and demotivating,discouraged,workspace,regain_motivation,celebrate_micro_wins,Upgrade one small tool or element,Choose a tiny affordable improvement such as better paper a new cable or reorganized brushes to send a signal that your craft matters,Ask: help me use celebrate_micro_wins for a workspace moment of lack_of_tools.,
CPAM_158,creative_isolation,I feel alone in my practice,discouraged,community,seek_connection,tiny_outreach,Reach out to one fellow creative in a gentle way,Send a short honest message to someone whose work you like and share one sentence about what you are making,Ask: help me use tiny_outreach for a community moment of creative_isolation.,
CPAM_159,feedback_gap,I never get thoughtful feedback,restless,community,seek_connection,ask_for_specifics,Ask for one clear type of response,When you share work invite a specific lens such as pacing color or structure so people know how to help,Ask: help me use ask_for_specifics for a community moment of feedback_gap.,
CPAM_160,comparison_loop,Everyone in my circle seems ahead,anxious,community,reduce_pressure,audience_reframe,See peers as mirrors not rulers,Remind yourself that their progress points to what is possible for you instead of what you lack and note what you genuinely learn from them,Ask: help me use audience_reframe for a community moment of comparison_loop.,
CPAM_161,collab_hesitation,I want to collaborate but feel shy,tense,community,seek_connection,tiny_outreach,Propose a very small shared experiment,Invite someone to join a micro project like a single track a shared post or a tiny zine rather than a huge collaboration,Ask: help me use tiny_outreach for a community moment of collab_hesitation.,
CPAM_162,group_dynamics,I feel overshadowed in group projects,discouraged,community,recover_confidence,emotion_first_reflection,Name your strengths before the next meeting,Write down what you bring such as clarity humor editing or structure and look at the list before joining the group,Ask: help me use emotion_first_reflection for a community moment of group_dynamics.,
CPAM_163,audience_confusion,I do not know who I am making this for,calm_but_uncertain,audience_mapping,generate_clear_direction,one_person_avatar,Describe one real or imagined person in detail,Write about their day worries and joys and imagine talking directly to them through your work,Ask: help me use one_person_avatar for an audience_mapping moment of audience_confusion.,
CPAM_164,message_mismatch,People misread my intention,frustrated,audience_mapping,reconnect_with_why,question_storm,Ask what you want them to feel and do,Write questions about the emotion and action you hope for and compare them to what your current work actually invites,Ask: help me use question_storm for an audience_mapping moment of message_mismatch.,
CPAM_165,niche_anxiety,I am afraid picking a niche will trap me,anxious,audience_mapping,reduce_pressure,time_boxing,Choose a provisional niche for a short period,Decide to serve one group for a set time like three months knowing you can review and change later,Ask: help me use time_boxing for an audience_mapping moment of niche_anxiety.,
CPAM_166,too_broad_reach,My content tries to talk to everyone,overwhelmed,audience_mapping,generate_clear_direction,constraint_play,Limit this project to one group and one promise,Select a specific audience and one clear value and let that shape decisions for this piece,Ask: help me use constraint_play for an audience_mapping moment of too_broad_reach.,
CPAM_167,unclear_offering,People ask what exactly I do,tense,audience_mapping,design_small_next_step,clarity_sentence,Write one simple sentence that a friend can repeat,Describe who you help and how in plain language and test saying it out loud until it feels natural,Ask: help me use clarity_sentence for an audience_mapping moment of unclear_offering.,
CPAM_168,creative_money_fear,I worry I will never earn from my art,anxious,career_path,reduce_pressure,emotion_first_reflection,Separate money fear from creative worth,Write two lists one about practical money worries and another about what you love making so they do not blur into one story,Ask: help me use emotion_first_reflection for a career_path moment of creative_money_fear.,
CPAM_169,pricing_confusion,I do not know how to price my work,calm_but_uncertain,career_path,generate_clear_direction,question_storm,Ask what you need and what feels fair,Write questions about time skill costs and market examples and use them to choose a first experimental price,Ask: help me use question_storm for a career_path moment of pricing_confusion.,
CPAM_170,job_vs_art_tension,My day job drains energy from my practice,drained,career_path,design_small_next_step,time_boxing,Protect one small recurring slot for art,Place a short creative block in your calendar on realistic days and treat it as non negotiable as a meeting,Ask: help me use time_boxing for a career_path moment of job_vs_art_tension.,
CPAM_171,leap_anxiety,I am scared to go full time creative,tense,career_path,reduce_pressure,safe_to_fail_experiment,Design reversible experiments not irreversible leaps,Test part time arrangements or small paid offers before making bigger career shifts,Ask: help me use safe_to_fail_experiment for a career_path moment of leap_anxiety.,
CPAM_172,portfolio_confusion,I have many kinds of work and no focus,overwhelmed,career_path,organize_pipeline,constraint_play,Curate one thread that ties pieces together,Select work that shares a feeling theme or audience and feature that thread in your portfolio for now,Ask: help me use constraint_play for a career_path moment of portfolio_confusion.,
CPAM_173,stage_fright,I freeze when performing live,anxious,live_performance,reduce_pressure,audience_reframe,Perform for one kind human in the crowd,Find or imagine a supportive face and channel your delivery toward them instead of the full room,Ask: help me use audience_reframe for a live_performance moment of stage_fright.,
CPAM_174,pre_show_anxiety,My nerves spike right before going on,tense,live_performance,regain_motivation,body_and_breath_break,Ground your body before you step out,Use slow breaths gentle stretches and a simple phrase like I know this piece well to steady yourself,Ask: help me use body_and_breath_break for a live_performance moment of pre_show_anxiety.,
CPAM_175,post_show_crash,I feel empty after performing,drained,live_performance,recover_confidence,celebrate_micro_wins,Name specific moments that went well,Write down small wins such as one reaction one smooth section or one personal risk you took,Ask: help me use celebrate_micro_wins for a live_performance moment of post_show_crash.,
CPAM_176,show_design_confusion,I am unsure how to structure a set,restless,live_performance,generate_clear_direction,reference_inspiration,Borrow a structure from a show you admire,Observe how another performer opens builds and closes and adapt that shape with your own material,Ask: help me use reference_inspiration for a live_performance moment of show_design_confusion.,
CPAM_177,feedback_overload,Too many notes after shows confuse me,overwhelmed,live_performance,organize_pipeline,design_small_next_step,Choose one change to test next time,Group feedback into themes and commit to trying only one clear adjustment at the next performance,Ask: help me use design_small_next_step for a live_performance moment of feedback_overload.,
CPAM_178,creative_ritual_gap,I jump into sessions without warming up,restless,creative_practice,create_supportive_environment,entry_ritual,Add a tiny warmup that signals creativity mode,Spend a few minutes on scales doodles or free writing before touching the main project,Ask: help me use entry_ritual for a creative_practice moment of creative_ritual_gap.,
CPAM_179,goal_confusion,I do not know what to aim for this year,calm_but_uncertain,creative_practice,generate_clear_direction,constraint_play,Choose one theme word for the year,Pick a single guiding word such as depth play or connection and let it influence which projects you say yes to,Ask: help me use constraint_play for a creative_practice moment of goal_confusion.,
CPAM_180,overplanning,I plan endlessly and rarely execute,tense,creative_practice,design_small_next_step,tiny_commitment,Turn one plan into a physical action today,Take one item from your list and convert it into a concrete move such as send this email open this file or sketch this scene,Ask: help me use tiny_commitment for a creative_practice moment of overplanning.,
CPAM_181,perfectionism_block,If it is not excellent I do not start,anxious,creative_practice,reduce_pressure,sandbox_session,Create one piece that is allowed to be bad,Deliberately aim for something playful rough or strange and see what freedom emerges when excellence is not the target,Ask: help me use sandbox_session for a creative_practice moment of perfectionism_block.,
CPAM_182,process_boredom,My routine feels stale and lifeless,discouraged,creative_practice,explore_new_direction,reverse_brief,Design a session that breaks one usual rule,If you always sit try standing if you always use one tool swap it and notice how the change impacts energy,Ask: help me use reverse_brief for a creative_practice moment of process_boredom.,
CPAM_183,identity_pressure,I feel pressure to live up to a past success,tense,creative_practice,recover_confidence,emotion_first_reflection,Separate this project from your greatest hits,Write about how this new work can be smaller stranger or more intimate and still be valid,Ask: help me use emotion_first_reflection for a creative_practice moment of identity_pressure.,
CPAM_184,creative_shame,I am ashamed of old work that is still online,anxious,creative_practice,reduce_pressure,audience_reframe,See old work as a public growth record,Remind yourself that early pieces show that you kept going and many people feel encouraged by visible progress,Ask: help me use audience_reframe for a creative_practice moment of creative_shame.,
CPAM_185,idea_backlog,I have more ideas than I can execute,overwhelmed,idea_management,organize_pipeline,idea_parking_lot,Store ideas safely instead of carrying them all,Create one list or board where every idea can live so your mind can rest knowing they will not be lost,Ask: help me use idea_parking_lot for an idea_management moment of idea_backlog.,
CPAM_186,priority_confusion,I do not know which idea to pursue first,calm_but_uncertain,idea_management,generate_clear_direction,quick_scoring,Score ideas on joy impact and ease,Give each idea a simple one to three rating for these three factors then follow the one that ranks highest overall,Ask: help me use quick_scoring for an idea_management moment of priority_confusion.,
CPAM_187,idea_fear,I worry that someone already did this,anxious,idea_management,reduce_pressure,emotion_first_reflection,Focus on what only you can bring,Write about your particular experiences tastes and stories and how they flavor this idea even if the topic is familiar,Ask: help me use emotion_first_reflection for an idea_management moment of idea_fear.,
CPAM_188,execution_gap,I collect ideas but rarely turn them into work,restless,idea_management,design_small_next_step,tiny_commitment,Choose one idea and move it one notch forward,Turn one concept into a title sketch outline or test recording and let that simple shift count as success,Ask: help me use tiny_commitment for an idea_management moment of execution_gap.,
CPAM_189,idea_leak,My ideas vanish because I do not capture them,frustrated,idea_management,create_supportive_environment,friction_design,Make capturing ideas easier than forgetting them,Keep a small notebook or voice note shortcut within reach so recording becomes automatic,Ask: help me use friction_design for an idea_management moment of idea_leak.,
CPAM_190,creative_conflict,I disagree with my own taste versus audience taste,tense,creative_direction,reconnect_with_why,question_storm,Ask what balance of self and audience you want,Write questions about how much you want to experiment versus comfort people and decide a ratio for this project,Ask: help me use question_storm for a creative_direction moment of creative_conflict.,
CPAM_191,style_confusion,My work jumps between many styles,overwhelmed,creative_direction,generate_clear_direction,reference_inspiration,Notice recurring threads inside the chaos,Lay several pieces side by side and look for patterns in color theme or mood that already repeat,Ask: help me use reference_inspiration for a creative_direction moment of style_confusion.,
CPAM_192,voice_doubt,My artistic voice feels weak,discouraged,creative_direction,recover_confidence,celebrate_micro_wins,Collect lines or fragments that feel like you,Highlight phrases shapes or motifs from your past work that make you think this is mine and gather them in one place,Ask: help me use celebrate_micro_wins for a creative_direction moment of voice_doubt.,
CPAM_193,too_many_collabs,I say yes to every collaboration,overwhelmed,creative_direction,organize_pipeline,constraint_play,Set a simple rule for saying yes,For this season decide that collaborations must serve one clear goal such as learning income or joy before you accept,Ask: help me use constraint_play for a creative_direction moment of too_many_collabs.,
CPAM_194,theme_drift,My projects do not add up to anything,calm_but_uncertain,creative_direction,design_small_next_step,clarity_sentence,Write a short theme that ties your work,Describe in one sentence what your art keeps circling around and let upcoming projects lean into that,Ask: help me use clarity_sentence for a creative_direction moment of theme_drift.,
CPAM_195,rest_guilt,I feel guilty when I rest instead of creating,anxious,wellbeing,reduce_pressure,emotion_first_reflection,Name how rest supports your craft,Write about how sleep play and time off have improved your ideas in the past to remind yourself they are part of the work,Ask: help me use emotion_first_reflection for a wellbeing moment of rest_guilt.,
CPAM_196,body_ache,My body hurts after long sessions,drained,wellbeing,create_supportive_environment,body_and_breath_break,Build micro breaks into your workflow,Set timers to stand stretch and breathe regularly so your body can sustain long term creative practice,Ask: help me use body_and_breath_break for a wellbeing moment of body_ache.,
