edge_id,from_atom_id,to_atom_id,relation_type,relation_subtype,weight,confidence,source_rule_ids,notes
edge:vm_vpr:VPR-0190:A_has_bundle_B,vm_vpr:VPR-0190:A,vm_vpr:VPR-0190:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0191:A_has_bundle_B,vm_vpr:VPR-0191:A,vm_vpr:VPR-0191:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0192:A_has_bundle_B,vm_vpr:VPR-0192:A,vm_vpr:VPR-0192:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0193:A_has_bundle_B,vm_vpr:VPR-0193:A,vm_vpr:VPR-0193:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0194:A_has_bundle_B,vm_vpr:VPR-0194:A,vm_vpr:VPR-0194:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0195:A_has_bundle_B,vm_vpr:VPR-0195:A,vm_vpr:VPR-0195:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0196:A_has_bundle_B,vm_vpr:VPR-0196:A,vm_vpr:VPR-0196:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0197:A_has_bundle_B,vm_vpr:VPR-0197:A,vm_vpr:VPR-0197:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0198:A_has_bundle_B,vm_vpr:VPR-0198:A,vm_vpr:VPR-0198:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0199:A_has_bundle_B,vm_vpr:VPR-0199:A,vm_vpr:VPR-0199:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0200:A_has_bundle_B,vm_vpr:VPR-0200:A,vm_vpr:VPR-0200:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0201:A_has_bundle_B,vm_vpr:VPR-0201:A,vm_vpr:VPR-0201:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0202:A_has_bundle_B,vm_vpr:VPR-0202:A,vm_vpr:VPR-0202:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0203:A_has_bundle_B,vm_vpr:VPR-0203:A,vm_vpr:VPR-0203:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0204:A_has_bundle_B,vm_vpr:VPR-0204:A,vm_vpr:VPR-0204:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0205:A_has_bundle_B,vm_vpr:VPR-0205:A,vm_vpr:VPR-0205:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0206:A_has_bundle_B,vm_vpr:VPR-0206:A,vm_vpr:VPR-0206:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0207:A_has_bundle_B,vm_vpr:VPR-0207:A,vm_vpr:VPR-0207:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0208:A_has_bundle_B,vm_vpr:VPR-0208:A,vm_vpr:VPR-0208:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0209:A_has_bundle_B,vm_vpr:VPR-0209:A,vm_vpr:VPR-0209:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0210:A_has_bundle_B,vm_vpr:VPR-0210:A,vm_vpr:VPR-0210:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0211:A_has_bundle_B,vm_vpr:VPR-0211:A,vm_vpr:VPR-0211:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0212:A_has_bundle_B,vm_vpr:VPR-0212:A,vm_vpr:VPR-0212:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0213:A_has_bundle_B,vm_vpr:VPR-0213:A,vm_vpr:VPR-0213:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0214:A_has_bundle_B,vm_vpr:VPR-0214:A,vm_vpr:VPR-0214:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0215:A_has_bundle_B,vm_vpr:VPR-0215:A,vm_vpr:VPR-0215:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0216:A_has_bundle_B,vm_vpr:VPR-0216:A,vm_vpr:VPR-0216:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0217:A_has_bundle_B,vm_vpr:VPR-0217:A,vm_vpr:VPR-0217:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0218:A_has_bundle_B,vm_vpr:VPR-0218:A,vm_vpr:VPR-0218:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0219:A_has_bundle_B,vm_vpr:VPR-0219:A,vm_vpr:VPR-0219:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0220:A_has_bundle_B,vm_vpr:VPR-0220:A,vm_vpr:VPR-0220:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0221:A_has_bundle_B,vm_vpr:VPR-0221:A,vm_vpr:VPR-0221:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0222:A_has_bundle_B,vm_vpr:VPR-0222:A,vm_vpr:VPR-0222:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0223:A_has_bundle_B,vm_vpr:VPR-0223:A,vm_vpr:VPR-0223:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0224:A_has_bundle_B,vm_vpr:VPR-0224:A,vm_vpr:VPR-0224:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0225:A_has_bundle_B,vm_vpr:VPR-0225:A,vm_vpr:VPR-0225:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0226:A_has_bundle_B,vm_vpr:VPR-0226:A,vm_vpr:VPR-0226:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0227:A_has_bundle_B,vm_vpr:VPR-0227:A,vm_vpr:VPR-0227:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0228:A_has_bundle_B,vm_vpr:VPR-0228:A,vm_vpr:VPR-0228:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0229:A_has_bundle_B,vm_vpr:VPR-0229:A,vm_vpr:VPR-0229:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0230:A_has_bundle_B,vm_vpr:VPR-0230:A,vm_vpr:VPR-0230:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0231:A_has_bundle_B,vm_vpr:VPR-0231:A,vm_vpr:VPR-0231:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0232:A_has_bundle_B,vm_vpr:VPR-0232:A,vm_vpr:VPR-0232:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0233:A_has_bundle_B,vm_vpr:VPR-0233:A,vm_vpr:VPR-0233:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0234:A_has_bundle_B,vm_vpr:VPR-0234:A,vm_vpr:VPR-0234:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0235:A_has_bundle_B,vm_vpr:VPR-0235:A,vm_vpr:VPR-0235:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0236:A_has_bundle_B,vm_vpr:VPR-0236:A,vm_vpr:VPR-0236:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0237:A_has_bundle_B,vm_vpr:VPR-0237:A,vm_vpr:VPR-0237:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0238:A_has_bundle_B,vm_vpr:VPR-0238:A,vm_vpr:VPR-0238:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0239:A_has_bundle_B,vm_vpr:VPR-0239:A,vm_vpr:VPR-0239:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0240:A_has_bundle_B,vm_vpr:VPR-0240:A,vm_vpr:VPR-0240:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0241:A_has_bundle_B,vm_vpr:VPR-0241:A,vm_vpr:VPR-0241:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0242:A_has_bundle_B,vm_vpr:VPR-0242:A,vm_vpr:VPR-0242:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0243:A_has_bundle_B,vm_vpr:VPR-0243:A,vm_vpr:VPR-0243:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0244:A_has_bundle_B,vm_vpr:VPR-0244:A,vm_vpr:VPR-0244:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0245:A_has_bundle_B,vm_vpr:VPR-0245:A,vm_vpr:VPR-0245:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0246:A_has_bundle_B,vm_vpr:VPR-0246:A,vm_vpr:VPR-0246:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0247:A_has_bundle_B,vm_vpr:VPR-0247:A,vm_vpr:VPR-0247:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0248:A_has_bundle_B,vm_vpr:VPR-0248:A,vm_vpr:VPR-0248:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0249:A_has_bundle_B,vm_vpr:VPR-0249:A,vm_vpr:VPR-0249:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0250:A_has_bundle_B,vm_vpr:VPR-0250:A,vm_vpr:VPR-0250:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0251:A_has_bundle_B,vm_vpr:VPR-0251:A,vm_vpr:VPR-0251:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0252:A_has_bundle_B,vm_vpr:VPR-0252:A,vm_vpr:VPR-0252:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0253:A_has_bundle_B,vm_vpr:VPR-0253:A,vm_vpr:VPR-0253:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0254:A_has_bundle_B,vm_vpr:VPR-0254:A,vm_vpr:VPR-0254:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0255:A_has_bundle_B,vm_vpr:VPR-0255:A,vm_vpr:VPR-0255:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0256:A_has_bundle_B,vm_vpr:VPR-0256:A,vm_vpr:VPR-0256:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0257:A_has_bundle_B,vm_vpr:VPR-0257:A,vm_vpr:VPR-0257:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0258:A_has_bundle_B,vm_vpr:VPR-0258:A,vm_vpr:VPR-0258:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0259:A_has_bundle_B,vm_vpr:VPR-0259:A,vm_vpr:VPR-0259:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0260:A_has_bundle_B,vm_vpr:VPR-0260:A,vm_vpr:VPR-0260:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0261:A_has_bundle_B,vm_vpr:VPR-0261:A,vm_vpr:VPR-0261:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0262:A_has_bundle_B,vm_vpr:VPR-0262:A,vm_vpr:VPR-0262:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0263:A_has_bundle_B,vm_vpr:VPR-0263:A,vm_vpr:VPR-0263:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0264:A_has_bundle_B,vm_vpr:VPR-0264:A,vm_vpr:VPR-0264:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0265:A_has_bundle_B,vm_vpr:VPR-0265:A,vm_vpr:VPR-0265:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0266:A_has_bundle_B,vm_vpr:VPR-0266:A,vm_vpr:VPR-0266:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0267:A_has_bundle_B,vm_vpr:VPR-0267:A,vm_vpr:VPR-0267:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0268:A_has_bundle_B,vm_vpr:VPR-0268:A,vm_vpr:VPR-0268:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0269:A_has_bundle_B,vm_vpr:VPR-0269:A,vm_vpr:VPR-0269:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0270:A_has_bundle_B,vm_vpr:VPR-0270:A,vm_vpr:VPR-0270:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0271:A_has_bundle_B,vm_vpr:VPR-0271:A,vm_vpr:VPR-0271:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0272:A_has_bundle_B,vm_vpr:VPR-0272:A,vm_vpr:VPR-0272:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0273:A_has_bundle_B,vm_vpr:VPR-0273:A,vm_vpr:VPR-0273:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0274:A_has_bundle_B,vm_vpr:VPR-0274:A,vm_vpr:VPR-0274:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0275:A_has_bundle_B,vm_vpr:VPR-0275:A,vm_vpr:VPR-0275:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0276:A_has_bundle_B,vm_vpr:VPR-0276:A,vm_vpr:VPR-0276:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0277:A_has_bundle_B,vm_vpr:VPR-0277:A,vm_vpr:VPR-0277:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0278:A_has_bundle_B,vm_vpr:VPR-0278:A,vm_vpr:VPR-0278:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0279:A_has_bundle_B,vm_vpr:VPR-0279:A,vm_vpr:VPR-0279:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0280:A_has_bundle_B,vm_vpr:VPR-0280:A,vm_vpr:VPR-0280:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0281:A_has_bundle_B,vm_vpr:VPR-0281:A,vm_vpr:VPR-0281:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0282:A_has_bundle_B,vm_vpr:VPR-0282:A,vm_vpr:VPR-0282:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0283:A_has_bundle_B,vm_vpr:VPR-0283:A,vm_vpr:VPR-0283:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0284:A_has_bundle_B,vm_vpr:VPR-0284:A,vm_vpr:VPR-0284:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0285:A_has_bundle_B,vm_vpr:VPR-0285:A,vm_vpr:VPR-0285:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0286:A_has_bundle_B,vm_vpr:VPR-0286:A,vm_vpr:VPR-0286:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0287:A_has_bundle_B,vm_vpr:VPR-0287:A,vm_vpr:VPR-0287:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0288:A_has_bundle_B,vm_vpr:VPR-0288:A,vm_vpr:VPR-0288:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0289:A_has_bundle_B,vm_vpr:VPR-0289:A,vm_vpr:VPR-0289:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0290:A_has_bundle_B,vm_vpr:VPR-0290:A,vm_vpr:VPR-0290:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0291:A_has_bundle_B,vm_vpr:VPR-0291:A,vm_vpr:VPR-0291:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0292:A_has_bundle_B,vm_vpr:VPR-0292:A,vm_vpr:VPR-0292:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0293:A_has_bundle_B,vm_vpr:VPR-0293:A,vm_vpr:VPR-0293:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0294:A_has_bundle_B,vm_vpr:VPR-0294:A,vm_vpr:VPR-0294:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0295:A_has_bundle_B,vm_vpr:VPR-0295:A,vm_vpr:VPR-0295:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0296:A_has_bundle_B,vm_vpr:VPR-0296:A,vm_vpr:VPR-0296:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0297:A_has_bundle_B,vm_vpr:VPR-0297:A,vm_vpr:VPR-0297:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0298:A_has_bundle_B,vm_vpr:VPR-0298:A,vm_vpr:VPR-0298:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0299:A_has_bundle_B,vm_vpr:VPR-0299:A,vm_vpr:VPR-0299:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0300:A_has_bundle_B,vm_vpr:VPR-0300:A,vm_vpr:VPR-0300:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0301:A_has_bundle_B,vm_vpr:VPR-0301:A,vm_vpr:VPR-0301:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0302:A_has_bundle_B,vm_vpr:VPR-0302:A,vm_vpr:VPR-0302:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0303:A_has_bundle_B,vm_vpr:VPR-0303:A,vm_vpr:VPR-0303:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0304:A_has_bundle_B,vm_vpr:VPR-0304:A,vm_vpr:VPR-0304:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0305:A_has_bundle_B,vm_vpr:VPR-0305:A,vm_vpr:VPR-0305:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0306:A_has_bundle_B,vm_vpr:VPR-0306:A,vm_vpr:VPR-0306:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0307:A_has_bundle_B,vm_vpr:VPR-0307:A,vm_vpr:VPR-0307:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0308:A_has_bundle_B,vm_vpr:VPR-0308:A,vm_vpr:VPR-0308:B,has_bundle,,1.0,0.99,"[""UMGG_V1_EDGE_VPR_INTERNAL""]",
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0001:A,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0001:A,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0001:A,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0001:A,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0001:A,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0001:A,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0001:A,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0001:A,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0001:A,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:A__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0001:A,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0001:B__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0001:B,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
